#Updated: 02/12/2016 07:21:57
#organism_name	taxID	group	sub group	assembly	level	refSeq FTP	geneBank FTP
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737295.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/295/GCA_001737295.2_ASM173729v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737385.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/385/GCA_001737385.2_ASM173738v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737395.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/395/GCA_001737395.2_ASM173739v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737415.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/415/GCA_001737415.2_ASM173741v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737445.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/445/GCA_001737445.2_ASM173744v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737505.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/505/GCA_001737505.2_ASM173750v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737515.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/515/GCA_001737515.1_ASM173751v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737535.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/535/GCA_001737535.2_ASM173753v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737545.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/545/GCA_001737545.2_ASM173754v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737625.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/625/GCA_001737625.2_ASM173762v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737635.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/635/GCA_001737635.2_ASM173763v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737645.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/645/GCA_001737645.2_ASM173764v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737655.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/655/GCA_001737655.2_ASM173765v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737745.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/745/GCA_001737745.2_ASM173774v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737755.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/755/GCA_001737755.2_ASM173775v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737765.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/765/GCA_001737765.2_ASM173776v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737785.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/785/GCA_001737785.2_ASM173778v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737865.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/865/GCA_001737865.2_ASM173786v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737875.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/875/GCA_001737875.1_ASM173787v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737885.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/885/GCA_001737885.1_ASM173788v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737895.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/895/GCA_001737895.1_ASM173789v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737985.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/985/GCA_001737985.1_ASM173798v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001737995.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/737/995/GCA_001737995.1_ASM173799v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738005.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/005/GCA_001738005.1_ASM173800v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738015.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/015/GCA_001738015.1_ASM173801v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738105.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/105/GCA_001738105.1_ASM173810v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738115.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/115/GCA_001738115.1_ASM173811v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738125.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/125/GCA_001738125.1_ASM173812v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738135.2 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/135/GCA_001738135.2_ASM173813v2
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738225.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/225/GCA_001738225.1_ASM173822v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738235.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/235/GCA_001738235.1_ASM173823v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738255.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/255/GCA_001738255.1_ASM173825v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738265.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/265/GCA_001738265.1_ASM173826v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738345.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/345/GCA_001738345.1_ASM173834v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738355.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/355/GCA_001738355.1_ASM173835v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738375.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/375/GCA_001738375.1_ASM173837v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738395.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/395/GCA_001738395.1_ASM173839v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738465.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/465/GCA_001738465.1_ASM173846v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738485.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/485/GCA_001738485.1_ASM173848v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738495.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/495/GCA_001738495.1_ASM173849v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738515.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/515/GCA_001738515.1_ASM173851v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738585.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/585/GCA_001738585.1_ASM173858v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738595.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/595/GCA_001738595.1_ASM173859v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738605.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/605/GCA_001738605.1_ASM173860v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738615.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/615/GCA_001738615.1_ASM173861v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738705.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/705/GCA_001738705.1_ASM173870v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738715.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/715/GCA_001738715.1_ASM173871v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738725.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/725/GCA_001738725.1_ASM173872v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738755.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/755/GCA_001738755.1_ASM173875v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738825.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/825/GCA_001738825.1_ASM173882v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738835.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/835/GCA_001738835.1_ASM173883v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738845.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/845/GCA_001738845.1_ASM173884v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738855.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/855/GCA_001738855.1_ASM173885v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738945.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/945/GCA_001738945.1_ASM173894v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738955.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/955/GCA_001738955.1_ASM173895v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738965.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/965/GCA_001738965.1_ASM173896v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001738985.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/738/985/GCA_001738985.1_ASM173898v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739065.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/065/GCA_001739065.1_ASM173906v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739075.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/075/GCA_001739075.1_ASM173907v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739095.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/095/GCA_001739095.1_ASM173909v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739105.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/105/GCA_001739105.1_ASM173910v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739185.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/185/GCA_001739185.1_ASM173918v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739215.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/215/GCA_001739215.1_ASM173921v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739225.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/225/GCA_001739225.1_ASM173922v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739235.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/235/GCA_001739235.1_ASM173923v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739305.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/305/GCA_001739305.1_ASM173930v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739335.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/335/GCA_001739335.1_ASM173933v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739345.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/345/GCA_001739345.1_ASM173934v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739355.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/355/GCA_001739355.1_ASM173935v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739425.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/425/GCA_001739425.1_ASM173942v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739455.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/455/GCA_001739455.1_ASM173945v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739475.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/475/GCA_001739475.1_ASM173947v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739495.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/495/GCA_001739495.1_ASM173949v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739545.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/545/GCA_001739545.1_ASM173954v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739575.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/575/GCA_001739575.1_ASM173957v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739595.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/595/GCA_001739595.1_ASM173959v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739625.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/625/GCA_001739625.1_ASM173962v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739665.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/665/GCA_001739665.1_ASM173966v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739695.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/695/GCA_001739695.1_ASM173969v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739705.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/705/GCA_001739705.1_ASM173970v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739735.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/735/GCA_001739735.1_ASM173973v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739775.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/775/GCA_001739775.1_ASM173977v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739815.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/815/GCA_001739815.1_ASM173981v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739825.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/825/GCA_001739825.1_ASM173982v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739845.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/845/GCA_001739845.1_ASM173984v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739865.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/865/GCA_001739865.1_ASM173986v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739935.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/935/GCA_001739935.1_ASM173993v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739945.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/945/GCA_001739945.1_ASM173994v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739965.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/965/GCA_001739965.1_ASM173996v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001739995.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/739/995/GCA_001739995.1_ASM173999v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740055.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/055/GCA_001740055.1_ASM174005v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740075.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/075/GCA_001740075.1_ASM174007v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740095.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/095/GCA_001740095.1_ASM174009v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740115.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/115/GCA_001740115.1_ASM174011v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740175.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/175/GCA_001740175.1_ASM174017v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740185.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/185/GCA_001740185.1_ASM174018v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740205.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/205/GCA_001740205.1_ASM174020v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740225.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/225/GCA_001740225.1_ASM174022v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740295.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/295/GCA_001740295.1_ASM174029v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740305.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/305/GCA_001740305.1_ASM174030v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740325.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/325/GCA_001740325.1_ASM174032v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740345.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/345/GCA_001740345.1_ASM174034v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740415.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/415/GCA_001740415.1_ASM174041v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740425.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/425/GCA_001740425.1_ASM174042v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740445.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/445/GCA_001740445.1_ASM174044v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740455.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/455/GCA_001740455.1_ASM174045v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740535.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/535/GCA_001740535.1_ASM174053v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740545.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/545/GCA_001740545.1_ASM174054v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740565.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/565/GCA_001740565.1_ASM174056v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740575.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/575/GCA_001740575.1_ASM174057v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740655.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/655/GCA_001740655.1_ASM174065v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740665.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/665/GCA_001740665.1_ASM174066v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740675.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/675/GCA_001740675.1_ASM174067v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740705.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/705/GCA_001740705.1_ASM174070v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740775.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/775/GCA_001740775.1_ASM174077v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740785.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/785/GCA_001740785.1_ASM174078v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740795.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/795/GCA_001740795.1_ASM174079v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740805.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/805/GCA_001740805.1_ASM174080v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740895.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/895/GCA_001740895.1_ASM174089v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740905.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/905/GCA_001740905.1_ASM174090v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740915.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/915/GCA_001740915.1_ASM174091v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001740925.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/740/925/GCA_001740925.1_ASM174092v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001741015.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/015/GCA_001741015.1_ASM174101v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001741025.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/025/GCA_001741025.1_ASM174102v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001741035.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/035/GCA_001741035.1_ASM174103v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001741045.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/045/GCA_001741045.1_ASM174104v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001741135.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/135/GCA_001741135.1_ASM174113v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001741145.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/145/GCA_001741145.1_ASM174114v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001741165.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/165/GCA_001741165.1_ASM174116v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001741195.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/195/GCA_001741195.1_ASM174119v1
Saccharomyces cerevisiae	4932	Fungi	Ascomycetes	GCA_001741255.1 	Chromosome	-	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/741/255/GCA_001741255.1_ASM174125v1
